Year,Indicator_Name,Value
1963,"Population ages 75-79, male (% of male population)",0.479031129
1962,"Population ages 75-79, male (% of male population)",0.451623199
1961,"Population ages 75-79, male (% of male population)",0.418626554
1960,"Population ages 75-79, male (% of male population)",0.39046688
2018,"Population ages 80 and above, female (% of female population)",1.074141137
2017,"Population ages 80 and above, female (% of female population)",1.04013129
2016,"Population ages 80 and above, female (% of female population)",0.99535964
2015,"Population ages 80 and above, female (% of female population)",0.941742142
2014,"Population ages 80 and above, female (% of female population)",0.926571878
2013,"Population ages 80 and above, female (% of female population)",0.903983865
2012,"Population ages 80 and above, female (% of female population)",0.873797903
2011,"Population ages 80 and above, female (% of female population)",0.835999458
2010,"Population ages 80 and above, female (% of female population)",0.791170688
2009,"Population ages 80 and above, female (% of female population)",0.784040349
2008,"Population ages 80 and above, female (% of female population)",0.770285338
2007,"Population ages 80 and above, female (% of female population)",0.74951238
2006,"Population ages 80 and above, female (% of female population)",0.72112043
2005,"Population ages 80 and above, female (% of female population)",0.685212998
2004,"Population ages 80 and above, female (% of female population)",0.683129841
2003,"Population ages 80 and above, female (% of female population)",0.674022987
2002,"Population ages 80 and above, female (% of female population)",0.657665582
2001,"Population ages 80 and above, female (% of female population)",0.634141686
2000,"Population ages 80 and above, female (% of female population)",0.604039115
1999,"Population ages 80 and above, female (% of female population)",0.60501138
1998,"Population ages 80 and above, female (% of female population)",0.599111538
1997,"Population ages 80 and above, female (% of female population)",0.586309636
1996,"Population ages 80 and above, female (% of female population)",0.566759779
1995,"Population ages 80 and above, female (% of female population)",0.540871158
1994,"Population ages 80 and above, female (% of female population)",0.545612492
1993,"Population ages 80 and above, female (% of female population)",0.542917046
1992,"Population ages 80 and above, female (% of female population)",0.532865098
1991,"Population ages 80 and above, female (% of female population)",0.515560537
1990,"Population ages 80 and above, female (% of female population)",0.491553958
1989,"Population ages 80 and above, female (% of female population)",0.50010754
1988,"Population ages 80 and above, female (% of female population)",0.498889184
1987,"Population ages 80 and above, female (% of female population)",0.488767711
1986,"Population ages 80 and above, female (% of female population)",0.471469179
1985,"Population ages 80 and above, female (% of female population)",0.448936006
1984,"Population ages 80 and above, female (% of female population)",0.457060304
1983,"Population ages 80 and above, female (% of female population)",0.460639582
1982,"Population ages 80 and above, female (% of female population)",0.459368483
1981,"Population ages 80 and above, female (% of female population)",0.451219126
1980,"Population ages 80 and above, female (% of female population)",0.434691692
1979,"Population ages 80 and above, female (% of female population)",0.443661797
1978,"Population ages 80 and above, female (% of female population)",0.441064503
1977,"Population ages 80 and above, female (% of female population)",0.428039272
1976,"Population ages 80 and above, female (% of female population)",0.408310171
1975,"Population ages 80 and above, female (% of female population)",0.385781478
1974,"Population ages 80 and above, female (% of female population)",0.3945726
1973,"Population ages 80 and above, female (% of female population)",0.401899505
1972,"Population ages 80 and above, female (% of female population)",0.407366479
1971,"Population ages 80 and above, female (% of female population)",0.40708418
1970,"Population ages 80 and above, female (% of female population)",0.397374429
1969,"Population ages 80 and above, female (% of female population)",0.41029049
1968,"Population ages 80 and above, female (% of female population)",0.407477409
1967,"Population ages 80 and above, female (% of female population)",0.390641963
1966,"Population ages 80 and above, female (% of female population)",0.366240973
1965,"Population ages 80 and above, female (% of female population)",0.340903632
1964,"Population ages 80 and above, female (% of female population)",0.349834044
1963,"Population ages 80 and above, female (% of female population)",0.359466307
1962,"Population ages 80 and above, female (% of female population)",0.369825063
1961,"Population ages 80 and above, female (% of female population)",0.375601456
1960,"Population ages 80 and above, female (% of female population)",0.371713487
2018,"Population ages 80 and above, male (% of male population)",0.815471943
2017,"Population ages 80 and above, male (% of male population)",0.792573987
2016,"Population ages 80 and above, male (% of male population)",0.760171706
2015,"Population ages 80 and above, male (% of male population)",0.71946009
2014,"Population ages 80 and above, male (% of male population)",0.71349238
2013,"Population ages 80 and above, male (% of male population)",0.699094576
2012,"Population ages 80 and above, male (% of male population)",0.676532248
2011,"Population ages 80 and above, male (% of male population)",0.646185969
2010,"Population ages 80 and above, male (% of male population)",0.60874884
2009,"Population ages 80 and above, male (% of male population)",0.608700911
2008,"Population ages 80 and above, male (% of male population)",0.600290866
2007,"Population ages 80 and above, male (% of male population)",0.583502071
2006,"Population ages 80 and above, male (% of male population)",0.558763452
2005,"Population ages 80 and above, male (% of male population)",0.527034811
2004,"Population ages 80 and above, male (% of male population)",0.529484001
2003,"Population ages 80 and above, male (% of male population)",0.524255656
2002,"Population ages 80 and above, male (% of male population)",0.511319759
2001,"Population ages 80 and above, male (% of male population)",0.490796372
2000,"Population ages 80 and above, male (% of male population)",0.463339867
1999,"Population ages 80 and above, male (% of male population)",0.468515378
